day,site_code,age,prob.inf,month,code.new
1,S1,1,2.4896421054773404e-4,JAN,MNJ.06
1,S1,2,2.702021725754057e-4,JAN,MNJ.06
1,S1,3,2.930599872926386e-4,JAN,MNJ.06
1,S1,4,3.1738287817784355e-4,JAN,MNJ.06
1,S1,5,3.429278835599854e-4,JAN,MNJ.06
1,S1,6,3.694114216332803e-4,JAN,MNJ.06
1,S1,7,3.965100274564053e-4,JAN,MNJ.06
1,S1,8,4.23791913657044e-4,JAN,MNJ.06
1,S1,9,4.505884558189707e-4,JAN,MNJ.06
1,S1,10,4.758555527882284e-4,JAN,MNJ.06
1,S1,11,4.980775405889416e-4,JAN,MNJ.06
1,S1,12,5.15301669271798e-4,JAN,MNJ.06
1,S1,13,5.254002995259905e-4,JAN,MNJ.06
1,S1,14,5.265162108079851e-4,JAN,MNJ.06
1,S1,15,5.176201726743255e-4,JAN,MNJ.06
1,S1,16,4.98891430375628e-4,JAN,MNJ.06
1,S1,17,4.716503213858698e-4,JAN,MNJ.06
1,S1,18,4.3816376017342755e-4,JAN,MNJ.06
1,S1,19,4.011643226268312e-4,JAN,MNJ.06
1,S1,20,3.6340331497345903e-4,JAN,MNJ.06
1,S1,21,3.271951376189341e-4,JAN,MNJ.06
1,S1,22,2.941870112823027e-4,JAN,MNJ.06
1,S1,23,2.653459933817438e-4,JAN,MNJ.06
1,S1,24,2.4105979389066085e-4,JAN,MNJ.06
1,S1,25,2.2126727270487402e-4,JAN,MNJ.06
1,S1,26,2.0569297733352349e-4,JAN,MNJ.06
1,S1,27,1.939308413876865e-4,JAN,MNJ.06
1,S1,28,1.8551816557109e-4,JAN,MNJ.06
1,S1,29,1.7999894814289667e-4,JAN,MNJ.06
1,S1,30,1.7697231888686015e-4,JAN,MNJ.06
1,S1,31,1.7606274884917296e-4,JAN,MNJ.06
1,S1,32,1.7687170089065053e-4,JAN,MNJ.06
1,S1,33,1.7896415458411904e-4,JAN,MNJ.06
1,S1,34,1.8188419773632945e-4,JAN,MNJ.06
1,S1,35,1.8516507044386506e-4,JAN,MNJ.06
1,S1,36,1.8833845544139e-4,JAN,MNJ.06
1,S1,37,1.909423056740742e-4,JAN,MNJ.06
1,S1,38,1.925571341051101e-4,JAN,MNJ.06
1,S1,39,1.9286016831332272e-4,JAN,MNJ.06
1,S1,40,1.9167537993288754e-4,JAN,MNJ.06
1,S1,41,1.8901225887023825e-4,JAN,MNJ.06
1,S1,42,1.850201877401228e-4,JAN,MNJ.06
1,S1,43,1.7992708558414513e-4,JAN,MNJ.06
1,S1,44,1.7400264361750497e-4,JAN,MNJ.06
1,S1,45,1.6754611809504763e-4,JAN,MNJ.06
1,S1,46,1.6084906985566836e-4,JAN,MNJ.06
1,S1,47,1.5417427211467238e-4,JAN,MNJ.06
1,S1,48,1.4774456690115986e-4,JAN,MNJ.06
1,S1,49,1.4173624879655454e-4,JAN,MNJ.06
1,S1,50,1.3626933216050093e-4,JAN,MNJ.06
1,S1,51,1.3141400557179373e-4,JAN,MNJ.06
1,S1,52,1.2719451001964074e-4,JAN,MNJ.06
1,S1,53,1.2360761132549172e-4,JAN,MNJ.06
1,S1,54,1.2063619176125462e-4,JAN,MNJ.06
1,S1,55,1.1824359277636544e-4,JAN,MNJ.06
1,S1,56,1.1637109550935342e-4,JAN,MNJ.06
1,S1,57,1.1494656421705577e-4,JAN,MNJ.06
1,S1,58,1.1389475854374563e-4,JAN,MNJ.06
1,S1,59,1.1314326257972525e-4,JAN,MNJ.06
1,S1,60,1.126234081429264e-4,JAN,MNJ.06
1,S1,61,1.1227099014767007e-4,JAN,MNJ.06
1,S1,62,1.1202924325861324e-4,JAN,MNJ.06
1,S1,63,1.1185658498161818e-4,JAN,MNJ.06
1,S1,64,1.1172936777043741e-4,JAN,MNJ.06
1,S1,65,1.1163869345943556e-4,JAN,MNJ.06
1,S1,66,1.1158999218812123e-4,JAN,MNJ.06
1,S1,67,1.1160226699941927e-4,JAN,MNJ.06
1,S1,68,1.1170525542539179e-4,JAN,MNJ.06
1,S1,69,1.1193212381484526e-4,JAN,MNJ.06
1,S1,70,1.1231709655068498e-4,JAN,MNJ.06
1,S1,71,1.12893323702371e-4,JAN,MNJ.06
1,S1,72,1.1369260910277689e-4,JAN,MNJ.06
1,S1,73,1.147444779089913e-4,JAN,MNJ.06
1,S1,74,1.1607282854805636e-4,JAN,MNJ.06
1,S1,75,1.1769723960573381e-4,JAN,MNJ.06
1,S1,76,1.1962994847707917e-4,JAN,MNJ.06
1,S1,77,1.218754522763564e-4,JAN,MNJ.06
1,S1,78,1.244328129953564e-4,JAN,MNJ.06
1,S1,79,1.2729683384689544e-4,JAN,MNJ.06
1,S1,80,1.3046066941051597e-4,JAN,MNJ.06
1,S1,81,1.3391328509462932e-4,JAN,MNJ.06
1,S1,82,1.3763974675646157e-4,JAN,MNJ.06
1,S1,83,1.416229367091881e-4,JAN,MNJ.06
1,S1,84,1.4584770731733304e-4,JAN,MNJ.06
1,S1,85,1.5030146484920558e-4,JAN,MNJ.06
1,S1,86,1.5496995539005724e-4,JAN,MNJ.06
1,S1,87,1.5983636100115131e-4,JAN,MNJ.06
1,S1,88,1.648809802801803e-4,JAN,MNJ.06
1,S2,1,7.501724249504687e-4,JAN,MNJ.07
1,S2,2,8.14148681758697e-4,JAN,MNJ.07
1,S2,3,8.830014499057422e-4,JAN,MNJ.07
1,S2,4,9.562638681333091e-4,JAN,MNJ.07
1,S2,5,0.0010332035243636043,JAN,MNJ.07
1,S2,6,0.0011129657908927548,JAN,MNJ.07
1,S2,7,0.001194576093593199,JAN,MNJ.07
1,S2,8,0.0012767338636305303,JAN,MNJ.07
1,S2,9,0.0013574256530384933,JAN,MNJ.07
1,S2,10,0.0014335078699460888,JAN,MNJ.07
1,S2,11,0.0015004177018361458,JAN,MNJ.07
1,S2,12,0.001552277047915719,JAN,MNJ.07
1,S2,13,0.0015826817177190952,JAN,MNJ.07
1,S2,14,0.0015860414338250398,JAN,MNJ.07
1,S2,15,0.0015592575869761926,JAN,MNJ.07
1,S2,16,0.0015028682461112686,JAN,MNJ.07
1,S2,17,0.0014208456895844297,JAN,MNJ.07
1,S2,18,0.0013200120045557457,JAN,MNJ.07
1,S2,19,0.0012085925448691122,JAN,MNJ.07
1,S2,20,0.001094871142083574,JAN,MNJ.07
1,S2,21,9.8581813211158e-4,JAN,MNJ.07
1,S2,22,8.86396212167185e-4,JAN,MNJ.07
1,S2,23,7.995203930117115e-4,JAN,MNJ.07
1,S2,24,7.263608260290083e-4,JAN,MNJ.07
1,S2,25,6.667353350991008e-4,JAN,MNJ.07
1,S2,26,6.198156891446993e-4,JAN,MNJ.07
1,S2,27,5.843797072397827e-4,JAN,MNJ.07
1,S2,28,5.590341843814425e-4,JAN,MNJ.07
1,S2,29,5.424057753727785e-4,JAN,MNJ.07
1,S2,30,5.332870075378716e-4,JAN,MNJ.07
1,S2,31,5.305466022280857e-4,JAN,MNJ.07
1,S2,32,0.00053298386005609395,JAN,MNJ.07
1,S2,33,5.392881079969651e-4,JAN,MNJ.07
1,S2,34,5.480857139628877e-4,JAN,MNJ.07
1,S2,35,5.579703778324853e-4,JAN,MNJ.07
1,S2,36,5.675311389232885e-4,JAN,MNJ.07
1,S2,37,5.753759624031903e-4,JAN,MNJ.07
1,S2,38,5.802410617887173e-4,JAN,MNJ.07
1,S2,39,5.811540310330696e-4,JAN,MNJ.07
1,S2,40,5.775845452004824e-4,JAN,MNJ.07
1,S2,41,5.695611632188869e-4,JAN,MNJ.07
1,S2,42,5.57533874367872e-4,JAN,MNJ.07
1,S2,43,5.421892651947017e-4,JAN,MNJ.07
1,S2,44,5.243397792603233e-4,JAN,MNJ.07
1,S2,45,5.048869600418748e-4,JAN,MNJ.07
1,S2,46,4.847092043618244e-4,JAN,MNJ.07
1,S2,47,4.6459821710039586e-4,JAN,MNJ.07
1,S2,48,4.452254313994916e-4,JAN,MNJ.07
1,S2,49,4.271220637854027e-4,JAN,MNJ.07
1,S2,50,4.1064977592831055e-4,JAN,MNJ.07
1,S2,51,3.960201091605441e-4,JAN,MNJ.07
1,S2,52,3.833061594614638e-4,JAN,MNJ.07
1,S2,53,3.724982305192548e-4,JAN,MNJ.07
1,S2,54,3.6354478455947266e-4,JAN,MNJ.07
1,S2,55,3.563353949145116e-4,JAN,MNJ.07
1,S2,56,3.50693153787939e-4,JAN,MNJ.07
1,S2,57,3.464007172259036e-4,JAN,MNJ.07
1,S2,58,3.4323137976589353e-4,JAN,MNJ.07
1,S2,59,3.4096694186099474e-4,JAN,MNJ.07
1,S2,60,3.394004935295636e-4,JAN,MNJ.07
1,S2,61,3.38338571140332e-4,JAN,MNJ.07
1,S2,62,3.376101276695578e-4,JAN,MNJ.07
1,S2,63,3.370898651440214e-4,JAN,MNJ.07
1,S2,64,3.3670652778701254e-4,JAN,MNJ.07
1,S2,65,3.3643330329142206e-4,JAN,MNJ.07
1,S2,66,3.362865540963066e-4,JAN,MNJ.07
1,S2,67,3.3632354119532166e-4,JAN,MNJ.07
1,S2,68,3.3663387123414513e-4,JAN,MNJ.07
1,S2,69,3.373174825434225e-4,JAN,MNJ.07
1,S2,70,3.384775011535866e-4,JAN,MNJ.07
1,S2,71,3.402138152100461e-4,JAN,MNJ.07
1,S2,72,3.426222552658907e-4,JAN,MNJ.07
1,S2,73,3.457917842504741e-4,JAN,MNJ.07
1,S2,74,3.497944086605537e-4,JAN,MNJ.07
1,S2,75,3.546891162970318e-4,JAN,MNJ.07
1,S2,76,3.6051277216181247e-4,JAN,MNJ.07
1,S2,77,3.672789160639074e-4,JAN,MNJ.07
1,S2,78,3.749847088329319e-4,JAN,MNJ.07
1,S2,79,3.836144772143443e-4,JAN,MNJ.07
1,S2,80,3.931475790246308e-4,JAN,MNJ.07
1,S2,81,4.0355074848372224e-4,JAN,MNJ.07
1,S2,82,4.147789694649855e-4,JAN,MNJ.07
1,S2,83,4.2678064660612084e-4,JAN,MNJ.07
1,S2,84,4.3951012079658833e-4,JAN,MNJ.07
1,S2,85,4.5292942832680103e-4,JAN,MNJ.07
1,S2,86,4.6699560374550606e-4,JAN,MNJ.07
1,S2,87,4.816579570395372e-4,JAN,MNJ.07
1,S2,88,4.968571117576818e-4,JAN,MNJ.07
1,S3,1,0.001074371635846863,JAN,MNJ.08
1,S3,2,0.001165980137246199,JAN,MNJ.08
1,S3,3,0.0012645685502090547,JAN,MNJ.08
1,S3,4,0.0013694677956780663,JAN,MNJ.08
1,S3,5,0.0014796286358759283,JAN,MNJ.08
1,S3,6,0.001593826966643465,JAN,MNJ.08
1,S3,7,0.0017106671122014896,JAN,MNJ.08
1,S3,8,0.0018282868882933767,JAN,MNJ.08
1,S3,9,0.0019438038457298456,JAN,MNJ.08
1,S3,10,0.0020527181229607295,JAN,MNJ.08
1,S3,11,0.0021484988542188064,JAN,MNJ.08
1,S3,12,0.0022227330618887226,JAN,MNJ.08
1,S3,13,0.0022662551372380196,JAN,MNJ.08
1,S3,14,0.0022710642915352336,JAN,MNJ.08
1,S3,15,0.002232725246967959,JAN,MNJ.08
1,S3,16,0.0021520067302830603,JAN,MNJ.08
1,S3,17,0.0020345920306548714,JAN,MNJ.08
1,S3,18,0.001890243621339731,JAN,MNJ.08
1,S3,19,0.0017307338225975273,JAN,MNJ.08
1,S3,20,0.0015679205926140446,JAN,MNJ.08
1,S3,21,0.0014117835025295499,JAN,MNJ.08
1,S3,22,0.0012694293423100643,JAN,MNJ.08
1,S3,23,0.0011450339086216542,JAN,MNJ.08
1,S3,24,0.0010402748250121913,JAN,MNJ.08
1,S3,25,9.548930834273241e-4,JAN,MNJ.08
1,S3,26,8.877041451620115e-4,JAN,MNJ.08
1,S3,27,8.369589110166725e-4,JAN,MNJ.08
1,S3,28,8.00662995558152e-4,JAN,MNJ.08
1,S3,29,7.768501584326445e-4,JAN,MNJ.08
1,S3,30,7.637914862216006e-4,JAN,MNJ.08
1,S3,31,7.5986703643666e-4,JAN,MNJ.08
1,S3,32,7.633573583069447e-4,JAN,MNJ.08
1,S3,33,7.723854605468595e-4,JAN,MNJ.08
1,S3,34,7.849841761123633e-4,JAN,MNJ.08
1,S3,35,7.991395685857578e-4,JAN,MNJ.08
1,S3,36,8.128310565400205e-4,JAN,MNJ.08
1,S3,37,8.240651937334889e-4,JAN,MNJ.08
1,S3,38,8.310322139379685e-4,JAN,MNJ.08
1,S3,39,8.323396213960659e-4,JAN,MNJ.08
1,S3,40,8.272279759492781e-4,JAN,MNJ.08
1,S3,41,8.157381455507297e-4,JAN,MNJ.08
1,S3,42,7.985144724458559e-4,JAN,MNJ.08
1,S3,43,7.7654010228773e-4,JAN,MNJ.08
1,S3,44,7.509784198085021e-4,JAN,MNJ.08
1,S3,45,7.231204298195354e-4,JAN,MNJ.08
1,S3,46,6.9422402523644e-4,JAN,MNJ.08
1,S3,47,6.654229881893705e-4,JAN,MNJ.08
1,S3,48,6.376788960382884e-4,JAN,MNJ.08
1,S3,49,6.117525487179873e-4,JAN,MNJ.08
1,S3,50,5.881619406585323e-4,JAN,MNJ.08
1,S3,51,5.672100814270168e-4,JAN,MNJ.08
1,S3,52,5.490017063501375e-4,JAN,MNJ.08
1,S3,53,5.335229739489689e-4,JAN,MNJ.08
1,S3,54,5.207001114795918e-4,JAN,MNJ.08
1,S3,55,5.103749991733096e-4,JAN,MNJ.08
1,S3,56,5.022942963558466e-4,JAN,MNJ.08
1,S3,57,4.961467429334419e-4,JAN,MNJ.08
1,S3,58,4.916076653000199e-4,JAN,MNJ.08
1,S3,59,4.883645674427675e-4,JAN,MNJ.08
1,S3,60,4.861211191127595e-4,JAN,MNJ.08
1,S3,61,4.846002458626417e-4,JAN,MNJ.08
1,S3,62,4.8355697694851677e-4,JAN,MNJ.08
1,S3,63,4.8281186234671913e-4,JAN,MNJ.08
1,S3,64,4.822628504461479e-4,JAN,MNJ.08
1,S3,65,4.81871541020745e-4,JAN,MNJ.08
1,S3,66,4.816613682530703e-4,JAN,MNJ.08
1,S3,67,4.817143408172242e-4,JAN,MNJ.08
1,S3,68,4.821587924528864e-4,JAN,MNJ.08
1,S3,69,4.831378536498143e-4,JAN,MNJ.08
1,S3,70,4.8479921989795575e-4,JAN,MNJ.08
1,S3,71,4.872859487636491e-4,JAN,MNJ.08
1,S3,72,4.90735285602933e-4,JAN,MNJ.08
1,S3,73,4.952746387307993e-4,JAN,MNJ.08
1,S3,74,5.010071300696051e-4,JAN,MNJ.08
1,S3,75,5.080172345072412e-4,JAN,MNJ.08
1,S3,76,5.163577410741016e-4,JAN,MNJ.08
1,S3,77,5.260480310392585e-4,JAN,MNJ.08
1,S3,78,5.370840263867909e-4,JAN,MNJ.08
1,S3,79,5.494432670360919e-4,JAN,MNJ.08
1,S3,80,5.630961753599818e-4,JAN,MNJ.08
1,S3,81,5.779950938123146e-4,JAN,MNJ.08
1,S3,82,5.940755360998522e-4,JAN,MNJ.08
1,S3,83,6.11263593520613e-4,JAN,MNJ.08
1,S3,84,6.294938592065606e-4,JAN,MNJ.08
1,S3,85,6.487119474253703e-4,JAN,MNJ.08
1,S3,86,6.688563097482544e-4,JAN,MNJ.08
1,S3,87,6.898543360835667e-4,JAN,MNJ.08
1,S3,88,7.116209777133657e-4,JAN,MNJ.08
1,S5,1,0.001232388226987027,JAN,MNJ.09
1,S5,2,0.001337461314877219,JAN,MNJ.09
1,S5,3,0.0014505386349277928,JAN,MNJ.09
1,S5,4,0.0015708524462646587,JAN,MNJ.09
1,S5,5,0.0016971990224979242,JAN,MNJ.09
1,S5,6,0.001828174145060769,JAN,MNJ.09
1,S5,7,0.001962176907642049,JAN,MNJ.09
1,S5,8,0.0020970714891819626,JAN,MNJ.09
1,S5,9,0.0022295521343709823,JAN,MNJ.09
1,S5,10,0.0023544584276638412,JAN,MNJ.09
1,S5,11,0.0024643011025232645,JAN,MNJ.09
1,S5,12,0.0025494328571032646,JAN,MNJ.09
1,S5,13,0.002599343519287048,JAN,MNJ.09
1,S5,14,0.002604858587629323,JAN,MNJ.09
1,S5,15,0.002560891819094423,JAN,MNJ.09
1,S5,16,0.002468323954132351,JAN,MNJ.09
1,S5,17,0.00233367099828693,JAN,MNJ.09
1,S5,18,0.0021681268611440712,JAN,MNJ.09
1,S5,19,0.0019851909793996633,JAN,MNJ.09
1,S5,20,0.001798462078237058,JAN,MNJ.09
1,S5,21,0.0016193857671911612,JAN,MNJ.09
1,S5,22,0.0014561137439937871,JAN,MNJ.09
1,S5,23,0.0013134365417296946,JAN,MNJ.09
1,S5,24,0.001193279516302921,JAN,MNJ.09
1,S5,25,0.0010953466265397017,JAN,MNJ.09
1,S5,26,0.0010182800229970727,JAN,MNJ.09
1,S5,27,9.600740606605148e-4,JAN,MNJ.09
1,S5,28,9.184415356292268e-4,JAN,MNJ.09
1,S5,29,8.91127362293466e-4,JAN,MNJ.09
1,S5,30,8.76148558930551e-4,JAN,MNJ.09
1,S5,31,8.716470572308308e-4,JAN,MNJ.09
1,S5,32,8.756505968847821e-4,JAN,MNJ.09
1,S5,33,8.860061839453575e-4,JAN,MNJ.09
1,S5,34,9.004573813994194e-4,JAN,MNJ.09
1,S5,35,9.166941134356309e-4,JAN,MNJ.09
1,S5,36,9.323986984988771e-4,JAN,MNJ.09
1,S5,37,9.452845981104727e-4,JAN,MNJ.09
1,S5,38,9.532759730654414e-4,JAN,MNJ.09
1,S5,39,9.547756065591299e-4,JAN,MNJ.09
1,S5,40,9.489124023835489e-4,JAN,MNJ.09
1,S5,41,9.357332207217413e-4,JAN,MNJ.09
1,S5,42,9.159771069360611e-4,JAN,MNJ.09
1,S5,43,8.907717162070234e-4,JAN,MNJ.09
1,S5,44,8.614514469399013e-4,JAN,MNJ.09
1,S5,45,0.00082949709567462805,JAN,MNJ.09
1,S5,46,7.963514982459534e-4,JAN,MNJ.09
1,S5,47,7.633151517147204e-4,JAN,MNJ.09
1,S5,48,7.314910456166184e-4,JAN,MNJ.09
1,S5,49,7.017518822675708e-4,JAN,MNJ.09
1,S5,50,6.74691861210089e-4,JAN,MNJ.09
1,S5,51,6.506585844947706e-4,JAN,MNJ.09
1,S5,52,6.297722195357973e-4,JAN,MNJ.09
1,S5,53,6.120169143804835e-4,JAN,MNJ.09
1,S5,54,5.973080671308913e-4,JAN,MNJ.09
1,S5,55,5.854643185972413e-4,JAN,MNJ.09
1,S5,56,5.761950788064556e-4,JAN,MNJ.09
1,S5,57,5.691433151447655e-4,JAN,MNJ.09
1,S5,58,5.639366051421585e-4,JAN,MNJ.09
1,S5,59,5.602164925794533e-4,JAN,MNJ.09
1,S5,60,5.576430630825085e-4,JAN,MNJ.09
1,S5,61,5.558984892872214e-4,JAN,MNJ.09
1,S5,62,5.547017689474709e-4,JAN,MNJ.09
1,S5,63,5.538470574682486e-4,JAN,MNJ.09
1,S5,64,5.532172928424832e-4,JAN,MNJ.09
1,S5,65,5.527684267056087e-4,JAN,MNJ.09
1,S5,66,5.52527340147618e-4,JAN,MNJ.09
1,S5,67,5.525881043153497e-4,JAN,MNJ.09
1,S5,68,5.530979292252884e-4,JAN,MNJ.09
1,S5,69,5.542209979558017e-4,JAN,MNJ.09
1,S5,70,5.561267298205508e-4,JAN,MNJ.09
1,S5,71,5.589792236619413e-4,JAN,MNJ.09
1,S5,72,5.629359106682314e-4,JAN,MNJ.09
1,S5,73,5.681429373552505e-4,JAN,MNJ.09
1,S5,74,5.747185907514076e-4,JAN,MNJ.09
1,S5,75,5.827597671064108e-4,JAN,MNJ.09
1,S5,76,5.923270152116534e-4,JAN,MNJ.09
1,S5,77,6.034425613114198e-4,JAN,MNJ.09
1,S5,78,6.161017209748901e-4,JAN,MNJ.09
1,S5,79,6.302787232552905e-4,JAN,MNJ.09
1,S5,80,6.459396321448149e-4,JAN,MNJ.09
1,S5,81,6.630297720917526e-4,JAN,MNJ.09
1,S5,82,6.814751634903004e-4,JAN,MNJ.09
1,S5,83,7.01191018579857e-4,JAN,MNJ.09
1,S5,84,7.221023019430691e-4,JAN,MNJ.09
1,S5,85,7.441466202901846e-4,JAN,MNJ.09
1,S5,86,7.672533645108852e-4,JAN,MNJ.09
1,S5,87,7.913392375710402e-4,JAN,MNJ.09
1,S5,88,8.163066753652877e-4,JAN,MNJ.09
1,S6,1,0.0028802436158166175,JAN,MNJ.10
1,S6,2,0.0031255923936400662,JAN,MNJ.10
1,S6,3,0.0033895926772915903,JAN,MNJ.10
1,S6,4,0.003670443958157141,JAN,MNJ.10
1,S6,5,0.003965328880366295,JAN,MNJ.10
1,S6,6,0.004270963787075616,JAN,MNJ.10
1,S6,7,0.004583608222087102,JAN,MNJ.10
1,S6,8,0.004898276609646357,JAN,MNJ.10
1,S6,9,0.005207258577970183,JAN,MNJ.10
1,S6,10,0.005498524726768252,JAN,MNJ.10
1,S6,11,0.005754624016485403,JAN,MNJ.10
1,S6,12,0.0059530835770360115,JAN,MNJ.10
1,S6,13,0.006069425009363773,JAN,MNJ.10
1,S6,14,0.006082280119887144,JAN,MNJ.10
1,S6,15,0.005979795033117671,JAN,MNJ.10
1,S6,16,0.005764002618288131,JAN,MNJ.10
1,S6,17,0.0054500543791397545,JAN,MNJ.10
1,S6,18,0.005064004467671962,JAN,MNJ.10
1,S6,19,0.004637297142249026,JAN,MNJ.10
1,S6,20,0.004201634376803533,JAN,MNJ.10
1,S6,21,0.003783723572280571,JAN,MNJ.10
1,S6,22,0.0034026077831336037,JAN,MNJ.10
1,S6,23,0.003069496883546256,JAN,MNJ.10
1,S6,24,0.0027889147891056593,JAN,MNJ.10
1,S6,25,0.002560195472688834,JAN,MNJ.10
1,S6,26,0.00238018762676304,JAN,MNJ.10
1,S6,27,0.002244221081359779,JAN,MNJ.10
1,S6,28,0.0021469628428985145,JAN,MNJ.10
1,S6,29,0.002083150928359003,JAN,MNJ.10
1,S6,30,0.0020481561584868653,JAN,MNJ.10
1,S6,31,0.002037639225414892,JAN,MNJ.10
1,S6,32,0.0020469927646225377,JAN,MNJ.10
1,S6,33,0.0020711864696787465,JAN,MNJ.10
1,S6,34,0.0021049481670946464,JAN,MNJ.10
1,S6,35,0.0021428805503882513,JAN,MNJ.10
1,S6,36,0.0021795689423357413,JAN,MNJ.10
1,S6,37,0.00220967186295526,JAN,MNJ.10
1,S6,38,0.0022283403585537814,JAN,MNJ.10
1,S6,39,0.002231843600907652,JAN,MNJ.10
1,S6,40,0.002218146730739111,JAN,MNJ.10
1,S6,41,0.0021873588136928734,JAN,MNJ.10
1,S6,42,0.0021412054914884807,JAN,MNJ.10
1,S6,43,0.0020823200454980345,JAN,MNJ.10
1,S6,44,0.0020138188174142558,JAN,MNJ.10
1,S6,45,0.0019391604927011803,JAN,MNJ.10
1,S6,46,0.001861715555546112,JAN,MNJ.10
1,S6,47,0.001784522460812105,JAN,MNJ.10
1,S6,48,0.0017101586688518025,JAN,MNJ.10
1,S6,49,0.0016406639225404521,JAN,MNJ.10
1,S6,50,0.0015774274137671973,JAN,MNJ.10
1,S6,51,0.0015212621751740207,JAN,MNJ.10
1,S6,52,0.0014724497311124278,JAN,MNJ.10
1,S6,53,0.0014309536508587564,JAN,MNJ.10
1,S6,54,0.0013965767265881662,JAN,MNJ.10
1,S6,55,0.0013688955030282865,JAN,MNJ.10
1,S6,56,0.0013472311180324692,JAN,MNJ.10
1,S6,57,0.0013307493140570642,JAN,MNJ.10
1,S6,58,0.0013185797799568088,JAN,MNJ.10
1,S6,59,0.0013098847868807573,JAN,MNJ.10
1,S6,60,0.0013038699027558946,JAN,MNJ.10
1,S6,61,0.001299792293638564,JAN,MNJ.10
1,S6,62,0.0012969951821627523,JAN,MNJ.10
1,S6,63,0.0012949974501170248,JAN,MNJ.10
1,S6,64,0.0012935254888109464,JAN,MNJ.10
1,S6,65,0.0012924763443600382,JAN,MNJ.10
1,S6,66,0.001291912847315749,JAN,MNJ.10
1,S6,67,0.0012920548727913166,JAN,MNJ.10
1,S6,68,0.0012932464977294408,JAN,MNJ.10
1,S6,69,0.0012958714680212364,JAN,MNJ.10
1,S6,70,0.0013003257629750486,JAN,MNJ.10
1,S6,71,0.0013069929172889766,JAN,MNJ.10
1,S6,72,0.001316240868022208,JAN,MNJ.10
1,S6,73,0.0013284111586169321,JAN,MNJ.10
1,S6,74,0.0013437801946929355,JAN,MNJ.10
1,S6,75,0.0013625743603689372,JAN,MNJ.10
1,S6,76,0.0013849350594723423,JAN,MNJ.10
1,S6,77,0.001410914101208797,JAN,MNJ.10
1,S6,78,0.0014405003758048648,JAN,MNJ.10
1,S6,79,0.0014736334709393906,JAN,MNJ.10
1,S6,80,0.0015102338749834019,JAN,MNJ.10
1,S6,81,0.0015501735941281162,JAN,MNJ.10
1,S6,82,0.0015932795145704851,JAN,MNJ.10
1,S6,83,0.001639353264586857,JAN,MNJ.10
1,S6,84,0.0016882192667317943,JAN,MNJ.10
1,S6,85,0.001739731490361451,JAN,MNJ.10
1,S6,86,0.0017937247120470106,JAN,MNJ.10
1,S6,87,0.0018500040714233377,JAN,MNJ.10
1,S6,88,0.0019083413887519116,JAN,MNJ.10
1,N1,1,4.325093027393521e-4,JAN,MNJ.05
1,N1,2,4.6940095437798894e-4,JAN,MNJ.05
1,N1,3,5.091057444759219e-4,JAN,MNJ.05
1,N1,4,5.513546858112726e-4,JAN,MNJ.05
1,N1,5,5.957256279631227e-4,JAN,MNJ.05
1,N1,6,6.417258917741434e-4,JAN,MNJ.05
1,N1,7,6.887935599337943e-4,JAN,MNJ.05
1,N1,8,7.361786180018092e-4,JAN,MNJ.05
1,N1,9,7.827197687655307e-4,JAN,MNJ.05
1,N1,10,8.266036840469188e-4,JAN,MNJ.05
1,N1,11,8.651981750800371e-4,JAN,MNJ.05
1,N1,12,8.951120969681757e-4,JAN,MNJ.05
1,N1,13,9.126506672736962e-4,JAN,MNJ.05
1,N1,14,9.145886932252939e-4,JAN,MNJ.05
1,N1,15,8.991387174710462e-4,JAN,MNJ.05
1,N1,16,8.666117027733358e-4,JAN,MNJ.05
1,N1,17,8.193000913505662e-4,JAN,MNJ.05
1,N1,18,7.61140246889853e-4,JAN,MNJ.05
1,N1,19,6.968775276619424e-4,JAN,MNJ.05
1,N1,20,6.312902617827363e-4,JAN,MNJ.05
1,N1,21,5.683983981076157e-4,JAN,MNJ.05
1,N1,22,5.110634055940754e-4,JAN,MNJ.05
1,N1,23,4.6096552217755345e-4,JAN,MNJ.05
1,N1,24,4.1877869528365055e-4,JAN,MNJ.05
1,N1,25,3.8439714296758344e-4,JAN,MNJ.05
1,N1,26,3.573427101347482e-4,JAN,MNJ.05
1,N1,27,3.369102528527701e-4,JAN,MNJ.05
1,N1,28,3.222961624449322e-4,JAN,MNJ.05
1,N1,29,3.1270839766872307e-4,JAN,MNJ.05
1,N1,30,3.0745064125695446e-4,JAN,MNJ.05
1,N1,31,3.0587056512781317e-4,JAN,MNJ.05
1,N1,32,3.072758509275028e-4,JAN,MNJ.05
1,N1,33,3.1091079115269643e-4,JAN,MNJ.05
1,N1,34,3.159833825925473e-4,JAN,MNJ.05
1,N1,35,3.216827808164595e-4,JAN,MNJ.05
1,N1,36,3.271954426547749e-4,JAN,MNJ.05
1,N1,37,3.317187246520196e-4,JAN,MNJ.05
1,N1,38,3.345239217081512e-4,JAN,MNJ.05
1,N1,39,3.350503368066458e-4,JAN,MNJ.05
1,N1,40,3.329921840374848e-4,JAN,MNJ.05
1,N1,41,3.2836594203694786e-4,JAN,MNJ.05
1,N1,42,3.2143109678508587e-4,JAN,MNJ.05
1,N1,43,3.1258356063538134e-4,JAN,MNJ.05
1,N1,44,3.0229181194784636e-4,JAN,MNJ.05
1,N1,45,2.9107569373328025e-4,JAN,MNJ.05
1,N1,46,2.7944168890735245e-4,JAN,MNJ.05
