day,site_code,age,prob.inf,storm,age_cat,code.new
1,S1,1,4.6008771681257504e-4,CYCLONE BATSIRAI,Young children,MNJ.06
2,S1,1,9.199637529179883e-4,CYCLONE BATSIRAI,Young children,MNJ.06
3,S1,1,0.0013796282057079333,CYCLONE BATSIRAI,Young children,MNJ.06
4,S1,1,0.0018390811725292938,CYCLONE BATSIRAI,Young children,MNJ.06
5,S1,1,0.0022983227506841665,CYCLONE BATSIRAI,Young children,MNJ.06
6,S1,1,0.002757353037429882,CYCLONE BATSIRAI,Young children,MNJ.06
7,S1,1,0.003216172129979019,CYCLONE BATSIRAI,Young children,MNJ.06
8,S1,1,0.0036747801254994328,CYCLONE BATSIRAI,Young children,MNJ.06
9,S1,1,0.00413317712111428,CYCLONE BATSIRAI,Young children,MNJ.06
10,S1,1,0.004591363213902022,CYCLONE BATSIRAI,Young children,MNJ.06
11,S1,1,0.005049338500896455,CYCLONE BATSIRAI,Young children,MNJ.06
12,S1,1,0.00550710307908674,CYCLONE BATSIRAI,Young children,MNJ.06
13,S1,1,0.005964657045417408,CYCLONE BATSIRAI,Young children,MNJ.06
14,S1,1,0.006422000496788379,CYCLONE BATSIRAI,Young children,MNJ.06
15,S1,1,0.006879133530055019,CYCLONE BATSIRAI,Young children,MNJ.06
16,S1,1,0.0073360562420281,CYCLONE BATSIRAI,Young children,MNJ.06
17,S1,1,0.007792768729473877,CYCLONE BATSIRAI,Young children,MNJ.06
18,S1,1,0.008249271089114057,CYCLONE BATSIRAI,Young children,MNJ.06
19,S1,1,0.008705563417625874,CYCLONE BATSIRAI,Young children,MNJ.06
20,S1,1,0.00916164581164207,CYCLONE BATSIRAI,Young children,MNJ.06
21,S1,1,0.009617518367750924,CYCLONE BATSIRAI,Young children,MNJ.06
22,S1,1,0.010073181182496276,CYCLONE BATSIRAI,Young children,MNJ.06
23,S1,1,0.010528634352377553,CYCLONE BATSIRAI,Young children,MNJ.06
24,S1,1,0.010983877973849795,CYCLONE BATSIRAI,Young children,MNJ.06
25,S1,1,0.011438912143323621,CYCLONE BATSIRAI,Young children,MNJ.06
26,S1,1,0.011893736957165366,CYCLONE BATSIRAI,Young children,MNJ.06
27,S1,1,0.012348352511696945,CYCLONE BATSIRAI,Young children,MNJ.06
28,S1,1,0.01280275890319601,CYCLONE BATSIRAI,Young children,MNJ.06
29,S1,1,0.013256956227895914,CYCLONE BATSIRAI,Young children,MNJ.06
30,S1,1,0.01371094458198571,CYCLONE BATSIRAI,Young children,MNJ.06
31,S1,1,0.014164724061610222,CYCLONE BATSIRAI,Young children,MNJ.06
32,S1,1,0.014618294762870004,CYCLONE BATSIRAI,Young children,MNJ.06
33,S1,1,0.015071656781821449,CYCLONE BATSIRAI,Young children,MNJ.06
34,S1,1,0.015524810214476688,CYCLONE BATSIRAI,Young children,MNJ.06
35,S1,1,0.01597775515680374,CYCLONE BATSIRAI,Young children,MNJ.06
36,S1,1,0.016430491704726425,CYCLONE BATSIRAI,Young children,MNJ.06
37,S1,1,0.016883019954124473,CYCLONE BATSIRAI,Young children,MNJ.06
38,S1,1,0.017335340000833442,CYCLONE BATSIRAI,Young children,MNJ.06
39,S1,1,0.017787451940644867,CYCLONE BATSIRAI,Young children,MNJ.06
40,S1,1,0.018239355869306157,CYCLONE BATSIRAI,Young children,MNJ.06
41,S1,1,0.018691051882520696,CYCLONE BATSIRAI,Young children,MNJ.06
42,S1,1,0.019142540075947817,CYCLONE BATSIRAI,Young children,MNJ.06
43,S1,1,0.019593820545202853,CYCLONE BATSIRAI,Young children,MNJ.06
44,S1,1,0.020044893385857146,CYCLONE BATSIRAI,Young children,MNJ.06
45,S1,1,0.02049575869343807,CYCLONE BATSIRAI,Young children,MNJ.06
46,S1,1,0.020946416563429045,CYCLONE BATSIRAI,Young children,MNJ.06
47,S1,1,0.02139686709126954,CYCLONE BATSIRAI,Young children,MNJ.06
48,S1,1,0.02184711037235516,CYCLONE BATSIRAI,Young children,MNJ.06
49,S1,1,0.022297146502037558,CYCLONE BATSIRAI,Young children,MNJ.06
50,S1,1,0.022746975575624575,CYCLONE BATSIRAI,Young children,MNJ.06
51,S1,1,0.02319659768838017,CYCLONE BATSIRAI,Young children,MNJ.06
52,S1,1,0.023646012935524485,CYCLONE BATSIRAI,Young children,MNJ.06
53,S1,1,0.02409522141223383,CYCLONE BATSIRAI,Young children,MNJ.06
54,S1,1,0.02454422321364076,CYCLONE BATSIRAI,Young children,MNJ.06
55,S1,1,0.024993018434834036,CYCLONE BATSIRAI,Young children,MNJ.06
56,S1,1,0.02544160717085868,CYCLONE BATSIRAI,Young children,MNJ.06
57,S1,1,0.025889989516715964,CYCLONE BATSIRAI,Young children,MNJ.06
58,S1,1,0.026338165567363483,CYCLONE BATSIRAI,Young children,MNJ.06
59,S1,1,0.026786135417715146,CYCLONE BATSIRAI,Young children,MNJ.06
60,S1,1,0.02723389916264114,CYCLONE BATSIRAI,Young children,MNJ.06
1,S1,2,4.993311308097182e-4,CYCLONE BATSIRAI,Young children,MNJ.06
2,S1,2,9.984129300412408e-4,CYCLONE BATSIRAI,Young children,MNJ.06
3,S1,2,0.0014972455221935867,CYCLONE BATSIRAI,Young children,MNJ.06
4,S1,2,0.0019958290317036082,CYCLONE BATSIRAI,Young children,MNJ.06
5,S1,2,0.0024941635829460232,CYCLONE BATSIRAI,Young children,MNJ.06
6,S1,2,0.0029922493002334425,CYCLONE BATSIRAI,Young children,MNJ.06
7,S1,2,0.003490086307816413,CYCLONE BATSIRAI,Young children,MNJ.06
8,S1,2,0.0039876747298834255,CYCLONE BATSIRAI,Young children,MNJ.06
9,S1,2,0.004485014690560972,CYCLONE BATSIRAI,Young children,MNJ.06
10,S1,2,0.004982106313913552,CYCLONE BATSIRAI,Young children,MNJ.06
11,S1,2,0.005478949723943729,CYCLONE BATSIRAI,Young children,MNJ.06
12,S1,2,0.005975545044592138,CYCLONE BATSIRAI,Young children,MNJ.06
13,S1,2,0.0064718923997375355,CYCLONE BATSIRAI,Young children,MNJ.06
14,S1,2,0.006967991913196818,CYCLONE BATSIRAI,Young children,MNJ.06
15,S1,2,0.007463843708725049,CYCLONE BATSIRAI,Young children,MNJ.06
16,S1,2,0.0079594479100155,CYCLONE BATSIRAI,Young children,MNJ.06
17,S1,2,0.00845480464069969,CYCLONE BATSIRAI,Young children,MNJ.06
18,S1,2,0.008949914024347388,CYCLONE BATSIRAI,Young children,MNJ.06
19,S1,2,0.009444776184466678,CYCLONE BATSIRAI,Young children,MNJ.06
20,S1,2,0.00993939124450396,CYCLONE BATSIRAI,Young children,MNJ.06
21,S1,2,0.010433759327844001,CYCLONE BATSIRAI,Young children,MNJ.06
22,S1,2,0.010927880557809955,CYCLONE BATSIRAI,Young children,MNJ.06
23,S1,2,0.011421755057663387,CYCLONE BATSIRAI,Young children,MNJ.06
24,S1,2,0.011915382950604328,CYCLONE BATSIRAI,Young children,MNJ.06
25,S1,2,0.012408764359771297,CYCLONE BATSIRAI,Young children,MNJ.06
26,S1,2,0.012901899408241291,CYCLONE BATSIRAI,Young children,MNJ.06
27,S1,2,0.013394788219029905,CYCLONE BATSIRAI,Young children,MNJ.06
28,S1,2,0.01388743091509126,CYCLONE BATSIRAI,Young children,MNJ.06
29,S1,2,0.01437982761931811,CYCLONE BATSIRAI,Young children,MNJ.06
30,S1,2,0.014871978454541824,CYCLONE BATSIRAI,Young children,MNJ.06
31,S1,2,0.01536388354353245,CYCLONE BATSIRAI,Young children,MNJ.06
32,S1,2,0.015855543008998756,CYCLONE BATSIRAI,Young children,MNJ.06
33,S1,2,0.016346956973588175,CYCLONE BATSIRAI,Young children,MNJ.06
34,S1,2,0.016838125559886983,CYCLONE BATSIRAI,Young children,MNJ.06
35,S1,2,0.01732904889042015,CYCLONE BATSIRAI,Young children,MNJ.06
36,S1,2,0.017819727087651567,CYCLONE BATSIRAI,Young children,MNJ.06
37,S1,2,0.01831016027398389,CYCLONE BATSIRAI,Young children,MNJ.06
38,S1,2,0.018800348571758694,CYCLONE BATSIRAI,Young children,MNJ.06
39,S1,2,0.019290292103256456,CYCLONE BATSIRAI,Young children,MNJ.06
40,S1,2,0.01977999099069661,CYCLONE BATSIRAI,Young children,MNJ.06
41,S1,2,0.02026944535623754,CYCLONE BATSIRAI,Young children,MNJ.06
42,S1,2,0.02075865532197664,CYCLONE BATSIRAI,Young children,MNJ.06
43,S1,2,0.021247621009950344,CYCLONE BATSIRAI,Young children,MNJ.06
44,S1,2,0.021736342542134145,CYCLONE BATSIRAI,Young children,MNJ.06
45,S1,2,0.02222482004044263,CYCLONE BATSIRAI,Young children,MNJ.06
46,S1,2,0.02271305362672952,CYCLONE BATSIRAI,Young children,MNJ.06
47,S1,2,0.023201043422787657,CYCLONE BATSIRAI,Young children,MNJ.06
48,S1,2,0.023688789550349115,CYCLONE BATSIRAI,Young children,MNJ.06
49,S1,2,0.024176292131085134,CYCLONE BATSIRAI,Young children,MNJ.06
50,S1,2,0.024663551286606255,CYCLONE BATSIRAI,Young children,MNJ.06
51,S1,2,0.02515056713846225,CYCLONE BATSIRAI,Young children,MNJ.06
52,S1,2,0.025637339808142222,CYCLONE BATSIRAI,Young children,MNJ.06
53,S1,2,0.02612386941707458,CYCLONE BATSIRAI,Young children,MNJ.06
54,S1,2,0.02661015608662715,CYCLONE BATSIRAI,Young children,MNJ.06
55,S1,2,0.02709619993810711,CYCLONE BATSIRAI,Young children,MNJ.06
56,S1,2,0.027582001092761092,CYCLONE BATSIRAI,Young children,MNJ.06
57,S1,2,0.028067559671775162,CYCLONE BATSIRAI,Young children,MNJ.06
58,S1,2,0.02855287579627489,CYCLONE BATSIRAI,Young children,MNJ.06
59,S1,2,0.029037949587325397,CYCLONE BATSIRAI,Young children,MNJ.06
60,S1,2,0.029522781165931267,CYCLONE BATSIRAI,Young children,MNJ.06
1,S1,3,5.415669114957681e-4,CYCLONE BATSIRAI,Young children,MNJ.06
2,S1,3,0.0010828405282719094,CYCLONE BATSIRAI,Young children,MNJ.06
3,S1,3,0.0016238210091671394,CYCLONE BATSIRAI,Young children,MNJ.06
4,S1,3,0.0021645085129341508,CYCLONE BATSIRAI,Young children,MNJ.06
5,S1,3,0.002704903198239663,CYCLONE BATSIRAI,Young children,MNJ.06
6,S1,3,0.0032450052236644633,CYCLONE BATSIRAI,Young children,MNJ.06
7,S1,3,0.003784814747703466,CYCLONE BATSIRAI,Young children,MNJ.06
8,S1,3,0.004324331928765738,CYCLONE BATSIRAI,Young children,MNJ.06
9,S1,3,0.0048635569251745635,CYCLONE BATSIRAI,Young children,MNJ.06
10,S1,3,0.005402489895167479,CYCLONE BATSIRAI,Young children,MNJ.06
11,S1,3,0.005941130996896334,CYCLONE BATSIRAI,Young children,MNJ.06
12,S1,3,0.006479480388427318,CYCLONE BATSIRAI,Young children,MNJ.06
13,S1,3,0.007017538227741028,CYCLONE BATSIRAI,Young children,MNJ.06
14,S1,3,0.007555304672732499,CYCLONE BATSIRAI,Young children,MNJ.06
15,S1,3,0.008092779881211248,CYCLONE BATSIRAI,Young children,MNJ.06
16,S1,3,0.008629964010901332,CYCLONE BATSIRAI,Young children,MNJ.06
17,S1,3,0.009166857219441394,CYCLONE BATSIRAI,Young children,MNJ.06
18,S1,3,0.009703459664384705,CYCLONE BATSIRAI,Young children,MNJ.06
19,S1,3,0.010239771503199208,CYCLONE BATSIRAI,Young children,MNJ.06
20,S1,3,0.010775792893267562,CYCLONE BATSIRAI,Young children,MNJ.06
21,S1,3,0.011311523991887208,CYCLONE BATSIRAI,Young children,MNJ.06
22,S1,3,0.011846964956270386,CYCLONE BATSIRAI,Young children,MNJ.06
23,S1,3,0.012382115943544186,CYCLONE BATSIRAI,Young children,MNJ.06
24,S1,3,0.012916977110750622,CYCLONE BATSIRAI,Young children,MNJ.06
25,S1,3,0.013451548614846667,CYCLONE BATSIRAI,Young children,MNJ.06
26,S1,3,0.013985830612704248,CYCLONE BATSIRAI,Young children,MNJ.06
27,S1,3,0.014519823261110398,CYCLONE BATSIRAI,Young children,MNJ.06
28,S1,3,0.015053526716767187,CYCLONE BATSIRAI,Young children,MNJ.06
29,S1,3,0.015586941136291839,CYCLONE BATSIRAI,Young children,MNJ.06
30,S1,3,0.01612006667621676,CYCLONE BATSIRAI,Young children,MNJ.06
31,S1,3,0.016652903492989573,CYCLONE BATSIRAI,Young children,MNJ.06
32,S1,3,0.017185451742973215,CYCLONE BATSIRAI,Young children,MNJ.06
33,S1,3,0.017717711582445866,CYCLONE BATSIRAI,Young children,MNJ.06
34,S1,3,0.018249683167601168,CYCLONE BATSIRAI,Young children,MNJ.06
35,S1,3,0.018781366654548076,CYCLONE BATSIRAI,Young children,MNJ.06
36,S1,3,0.019312762199311072,CYCLONE BATSIRAI,Young children,MNJ.06
37,S1,3,0.019843869957830107,CYCLONE BATSIRAI,Young children,MNJ.06
38,S1,3,0.02037469008596069,CYCLONE BATSIRAI,Young children,MNJ.06
39,S1,3,0.02090522273947392,CYCLONE BATSIRAI,Young children,MNJ.06
40,S1,3,0.02143546807405654,CYCLONE BATSIRAI,Young children,MNJ.06
41,S1,3,0.02196542624531098,CYCLONE BATSIRAI,Young children,MNJ.06
42,S1,3,0.022495097408755386,CYCLONE BATSIRAI,Young children,MNJ.06
43,S1,3,0.023024481719823693,CYCLONE BATSIRAI,Young children,MNJ.06
44,S1,3,0.023553579333865666,CYCLONE BATSIRAI,Young children,MNJ.06
45,S1,3,0.02408239040614692,CYCLONE BATSIRAI,Young children,MNJ.06
46,S1,3,0.024610915091849005,CYCLONE BATSIRAI,Young children,MNJ.06
47,S1,3,0.02513915354606939,CYCLONE BATSIRAI,Young children,MNJ.06
48,S1,3,0.0256671059238216,CYCLONE BATSIRAI,Young children,MNJ.06
49,S1,3,0.026194772380035165,CYCLONE BATSIRAI,Young children,MNJ.06
50,S1,3,0.02672215306955574,CYCLONE BATSIRAI,Young children,MNJ.06
51,S1,3,0.027249248147145116,CYCLONE BATSIRAI,Young children,MNJ.06
52,S1,3,0.02777605776748126,CYCLONE BATSIRAI,Young children,MNJ.06
53,S1,3,0.028302582085158363,CYCLONE BATSIRAI,Young children,MNJ.06
54,S1,3,0.028828821254686915,CYCLONE BATSIRAI,Young children,MNJ.06
55,S1,3,0.029354775430493724,CYCLONE BATSIRAI,Young children,MNJ.06
56,S1,3,0.029880444766921952,CYCLONE BATSIRAI,Young children,MNJ.06
57,S1,3,0.030405829418231167,CYCLONE BATSIRAI,Young children,MNJ.06
58,S1,3,0.03093092953859743,CYCLONE BATSIRAI,Young children,MNJ.06
59,S1,3,0.0314557452821133,CYCLONE BATSIRAI,Young children,MNJ.06
60,S1,3,0.031980276802787824,CYCLONE BATSIRAI,Young children,MNJ.06
1,S1,4,5.865089033868383e-4,CYCLONE BATSIRAI,Young children,MNJ.06
2,S1,4,0.0011726738140799247,CYCLONE BATSIRAI,Young children,MNJ.06
3,S1,4,0.001758494933834037,CYCLONE BATSIRAI,Young children,MNJ.06
4,S1,4,0.002343972464285621,CYCLONE BATSIRAI,Young children,MNJ.06
5,S1,4,0.002929106606952862,CYCLONE BATSIRAI,Young children,MNJ.06
6,S1,4,0.0035138975632357516,CYCLONE BATSIRAI,Young children,MNJ.06
7,S1,4,0.004098345534416166,CYCLONE BATSIRAI,Young children,MNJ.06
8,S1,4,0.0046824507216579134,CYCLONE BATSIRAI,Young children,MNJ.06
9,S1,4,0.005266213326006831,CYCLONE BATSIRAI,Young children,MNJ.06
10,S1,4,0.00584963354839083,CYCLONE BATSIRAI,Young children,MNJ.06
11,S1,4,0.006432711589619986,CYCLONE BATSIRAI,Young children,MNJ.06
12,S1,4,0.007015447650386589,CYCLONE BATSIRAI,Young children,MNJ.06
13,S1,4,0.007597841931265231,CYCLONE BATSIRAI,Young children,MNJ.06
14,S1,4,0.008179894632712861,CYCLONE BATSIRAI,Young children,MNJ.06
15,S1,4,0.008761605955068849,CYCLONE BATSIRAI,Young children,MNJ.06
16,S1,4,0.009342976098555071,CYCLONE BATSIRAI,Young children,MNJ.06
17,S1,4,0.009924005263275975,CYCLONE BATSIRAI,Young children,MNJ.06
18,S1,4,0.010504693649218643,CYCLONE BATSIRAI,Young children,MNJ.06
19,S1,4,0.011085041456252862,CYCLONE BATSIRAI,Young children,MNJ.06
20,S1,4,0.011665048884131193,CYCLONE BATSIRAI,Young children,MNJ.06
21,S1,4,0.012244716132489047,CYCLONE BATSIRAI,Young children,MNJ.06
22,S1,4,0.012824043400844743,CYCLONE BATSIRAI,Young children,MNJ.06
23,S1,4,0.013403030888599564,CYCLONE BATSIRAI,Young children,MNJ.06
24,S1,4,0.013981678795037865,CYCLONE BATSIRAI,Young children,MNJ.06
25,S1,4,0.014559987319327127,CYCLONE BATSIRAI,Young children,MNJ.06
26,S1,4,0.015137956660517971,CYCLONE BATSIRAI,Young children,MNJ.06
27,S1,4,0.01571558701754434,CYCLONE BATSIRAI,Young children,MNJ.06
28,S1,4,0.01629287858922344,CYCLONE BATSIRAI,Young children,MNJ.06
29,S1,4,0.0168698315742559,CYCLONE BATSIRAI,Young children,MNJ.06
30,S1,4,0.017446446171225805,CYCLONE BATSIRAI,Young children,MNJ.06
31,S1,4,0.018022722578600752,CYCLONE BATSIRAI,Young children,MNJ.06
32,S1,4,0.018598660994731966,CYCLONE BATSIRAI,Young children,MNJ.06
33,S1,4,0.01917426161785432,CYCLONE BATSIRAI,Young children,MNJ.06
34,S1,4,0.019749524646086425,CYCLONE BATSIRAI,Young children,MNJ.06
35,S1,4,0.020324450277430666,CYCLONE BATSIRAI,Young children,MNJ.06
36,S1,4,0.020899038709773353,CYCLONE BATSIRAI,Young children,MNJ.06
37,S1,4,0.02147329014088468,CYCLONE BATSIRAI,Young children,MNJ.06
38,S1,4,0.022047204768418885,CYCLONE BATSIRAI,Young children,MNJ.06
39,S1,4,0.02262078278991425,CYCLONE BATSIRAI,Young children,MNJ.06
40,S1,4,0.023194024402793223,CYCLONE BATSIRAI,Young children,MNJ.06
41,S1,4,0.023766929804362458,CYCLONE BATSIRAI,Young children,MNJ.06
42,S1,4,0.024339499191812868,CYCLONE BATSIRAI,Young children,MNJ.06
43,S1,4,0.024911732762219727,CYCLONE BATSIRAI,Young children,MNJ.06
44,S1,4,0.025483630712542726,CYCLONE BATSIRAI,Young children,MNJ.06
45,S1,4,0.02605519323962604,CYCLONE BATSIRAI,Young children,MNJ.06
46,S1,4,0.026626420540198377,CYCLONE BATSIRAI,Young children,MNJ.06
47,S1,4,0.02719731281087306,CYCLONE BATSIRAI,Young children,MNJ.06
48,S1,4,0.027767870248148134,CYCLONE BATSIRAI,Young children,MNJ.06
49,S1,4,0.028338093048406333,CYCLONE BATSIRAI,Young children,MNJ.06
50,S1,4,0.028907981407915277,CYCLONE BATSIRAI,Young children,MNJ.06
51,S1,4,0.029477535522827433,CYCLONE BATSIRAI,Young children,MNJ.06
52,S1,4,0.03004675558918024,CYCLONE BATSIRAI,Young children,MNJ.06
53,S1,4,0.030615641802896134,CYCLONE BATSIRAI,Young children,MNJ.06
54,S1,4,0.03118419435978267,CYCLONE BATSIRAI,Young children,MNJ.06
55,S1,4,0.031752413455532556,CYCLONE BATSIRAI,Young children,MNJ.06
56,S1,4,0.03232029928572371,CYCLONE BATSIRAI,Young children,MNJ.06
57,S1,4,0.03288785204581933,CYCLONE BATSIRAI,Young children,MNJ.06
58,S1,4,0.033455071931168014,CYCLONE BATSIRAI,Young children,MNJ.06
59,S1,4,0.0340219591370038,CYCLONE BATSIRAI,Young children,MNJ.06
60,S1,4,0.0345885138584461,CYCLONE BATSIRAI,Young children,MNJ.06
1,S1,5,6.337080271540125e-4,CYCLONE BATSIRAI,Young children,MNJ.06
2,S1,5,0.0012670144684443455,CYCLONE BATSIRAI,Young children,MNJ.06
3,S1,5,0.0018999195783591853,CYCLONE BATSIRAI,Young children,MNJ.06
4,S1,5,0.002532423611225444,CYCLONE BATSIRAI,Young children,MNJ.06
5,S1,5,0.0031645268212088687,CYCLONE BATSIRAI,Young children,MNJ.06
6,S1,5,0.003796229462314138,CYCLONE BATSIRAI,Young children,MNJ.06
7,S1,5,0.0044275317883849625,CYCLONE BATSIRAI,Young children,MNJ.06
8,S1,5,0.005058434053104192,CYCLONE BATSIRAI,Young children,MNJ.06
9,S1,5,0.005688936509993925,CYCLONE BATSIRAI,Young children,MNJ.06
10,S1,5,0.006319039412415587,CYCLONE BATSIRAI,Young children,MNJ.06
11,S1,5,0.006948743013570049,CYCLONE BATSIRAI,Young children,MNJ.06
12,S1,5,0.007578047566497735,CYCLONE BATSIRAI,Young children,MNJ.06
13,S1,5,0.008206953324078703,CYCLONE BATSIRAI,Young children,MNJ.06
14,S1,5,0.00883546053903276,CYCLONE BATSIRAI,Young children,MNJ.06
15,S1,5,0.009463569463919585,CYCLONE BATSIRAI,Young children,MNJ.06
16,S1,5,0.010091280351138782,CYCLONE BATSIRAI,Young children,MNJ.06
17,S1,5,0.010718593452930022,CYCLONE BATSIRAI,Young children,MNJ.06
18,S1,5,0.011345509021373108,CYCLONE BATSIRAI,Young children,MNJ.06
19,S1,5,0.011972027308388129,CYCLONE BATSIRAI,Young children,MNJ.06
20,S1,5,0.012598148565735514,CYCLONE BATSIRAI,Young children,MNJ.06
21,S1,5,0.013223873045016144,CYCLONE BATSIRAI,Young children,MNJ.06
22,S1,5,0.013849200997671462,CYCLONE BATSIRAI,Young children,MNJ.06
23,S1,5,0.014474132674983577,CYCLONE BATSIRAI,Young children,MNJ.06
24,S1,5,0.01509866832807537,CYCLONE BATSIRAI,Young children,MNJ.06
25,S1,5,0.015722808207910523,CYCLONE BATSIRAI,Young children,MNJ.06
26,S1,5,0.0163465525652938,CYCLONE BATSIRAI,Young children,MNJ.06
27,S1,5,0.016969901650870884,CYCLONE BATSIRAI,Young children,MNJ.06
28,S1,5,0.017592855715128718,CYCLONE BATSIRAI,Young children,MNJ.06
29,S1,5,0.018215415008395498,CYCLONE BATSIRAI,Young children,MNJ.06
30,S1,5,0.01883757978084075,CYCLONE BATSIRAI,Young children,MNJ.06
31,S1,5,0.019459350282475488,CYCLONE BATSIRAI,Young children,MNJ.06
32,S1,5,0.020080726763152295,CYCLONE BATSIRAI,Young children,MNJ.06
33,S1,5,0.02070170947256541,CYCLONE BATSIRAI,Young children,MNJ.06
34,S1,5,0.02132229866025085,CYCLONE BATSIRAI,Young children,MNJ.06
35,S1,5,0.02194249457558648,CYCLONE BATSIRAI,Young children,MNJ.06
36,S1,5,0.02256229746779216,CYCLONE BATSIRAI,Young children,MNJ.06
37,S1,5,0.023181707585929797,CYCLONE BATSIRAI,Young children,MNJ.06
38,S1,5,0.02380072517890347,CYCLONE BATSIRAI,Young children,MNJ.06
39,S1,5,0.024419350495459523,CYCLONE BATSIRAI,Young children,MNJ.06
40,S1,5,0.02503758378418668,CYCLONE BATSIRAI,Young children,MNJ.06
41,S1,5,0.025655425293516113,CYCLONE BATSIRAI,Young children,MNJ.06
42,S1,5,0.026272875271721573,CYCLONE BATSIRAI,Young children,MNJ.06
43,S1,5,0.026889933966919476,CYCLONE BATSIRAI,Young children,MNJ.06
44,S1,5,0.027506601627069006,CYCLONE BATSIRAI,Young children,MNJ.06
45,S1,5,0.02812287849997222,CYCLONE BATSIRAI,Young children,MNJ.06
46,S1,5,0.028738764833274127,CYCLONE BATSIRAI,Young children,MNJ.06
47,S1,5,0.029354260874462797,CYCLONE BATSIRAI,Young children,MNJ.06
48,S1,5,0.029969366870869502,CYCLONE BATSIRAI,Young children,MNJ.06
49,S1,5,0.03058408306966871,CYCLONE BATSIRAI,Young children,MNJ.06
50,S1,5,0.031198409717878333,CYCLONE BATSIRAI,Young children,MNJ.06
51,S1,5,0.031812347062359685,CYCLONE BATSIRAI,Young children,MNJ.06
52,S1,5,0.03242589534981768,CYCLONE BATSIRAI,Young children,MNJ.06
53,S1,5,0.033039054826800855,CYCLONE BATSIRAI,Young children,MNJ.06
54,S1,5,0.03365182573970154,CYCLONE BATSIRAI,Young children,MNJ.06
55,S1,5,0.03426420833475592,CYCLONE BATSIRAI,Young children,MNJ.06
56,S1,5,0.03487620285804413,CYCLONE BATSIRAI,Young children,MNJ.06
57,S1,5,0.03548780955549033,CYCLONE BATSIRAI,Young children,MNJ.06
58,S1,5,0.0360990286728629,CYCLONE BATSIRAI,Young children,MNJ.06
59,S1,5,0.03670986045577448,CYCLONE BATSIRAI,Young children,MNJ.06
60,S1,5,0.037320305149681945,CYCLONE BATSIRAI,Young children,MNJ.06
1,S1,6,6.826401836260681e-4,CYCLONE BATSIRAI,School aged children,MNJ.06
2,S1,6,0.0013648143696318356,CYCLONE BATSIRAI,School aged children,MNJ.06
3,S1,6,0.002046522876126003,CYCLONE BATSIRAI,School aged children,MNJ.06
4,S1,6,0.0027277660210001174,CYCLONE BATSIRAI,School aged children,MNJ.06
5,S1,6,0.0034085441219287214,CYCLONE BATSIRAI,School aged children,MNJ.06
6,S1,6,0.0040888574963695,CYCLONE BATSIRAI,School aged children,MNJ.06
7,S1,6,0.004768706461563424,CYCLONE BATSIRAI,School aged children,MNJ.06
8,S1,6,0.005448091334534908,CYCLONE BATSIRAI,School aged children,MNJ.06
9,S1,6,0.006127012432091959,CYCLONE BATSIRAI,School aged children,MNJ.06
10,S1,6,0.006805470070826308,CYCLONE BATSIRAI,School aged children,MNJ.06
11,S1,6,0.007483464567113566,CYCLONE BATSIRAI,School aged children,MNJ.06
12,S1,6,0.008160996237113383,CYCLONE BATSIRAI,School aged children,MNJ.06
13,S1,6,0.008838065396769576,CYCLONE BATSIRAI,School aged children,MNJ.06
14,S1,6,0.009514672361810285,CYCLONE BATSIRAI,School aged children,MNJ.06
15,S1,6,0.010190817447748147,CYCLONE BATSIRAI,School aged children,MNJ.06
16,S1,6,0.010866500969880382,CYCLONE BATSIRAI,School aged children,MNJ.06
17,S1,6,0.011541723243289006,CYCLONE BATSIRAI,School aged children,MNJ.06
18,S1,6,0.01221648458284091,CYCLONE BATSIRAI,School aged children,MNJ.06
19,S1,6,0.012890785303188082,CYCLONE BATSIRAI,School aged children,MNJ.06
20,S1,6,0.013564625718767705,CYCLONE BATSIRAI,School aged children,MNJ.06
21,S1,6,0.014238006143802296,CYCLONE BATSIRAI,School aged children,MNJ.06
22,S1,6,0.014910926892299886,CYCLONE BATSIRAI,School aged children,MNJ.06
23,S1,6,0.015583388278054158,CYCLONE BATSIRAI,School aged children,MNJ.06
24,S1,6,0.016255390614644587,CYCLONE BATSIRAI,School aged children,MNJ.06
25,S1,6,0.01692693421543654,CYCLONE BATSIRAI,School aged children,MNJ.06
26,S1,6,0.017598019393581577,CYCLONE BATSIRAI,School aged children,MNJ.06
27,S1,6,0.018268646462017347,CYCLONE BATSIRAI,School aged children,MNJ.06
28,S1,6,0.018938815733467982,CYCLONE BATSIRAI,School aged children,MNJ.06
29,S1,6,0.0196085275204441,CYCLONE BATSIRAI,School aged children,MNJ.06
30,S1,6,0.020277782135242974,CYCLONE BATSIRAI,School aged children,MNJ.06
31,S1,6,0.020946579889948712,CYCLONE BATSIRAI,School aged children,MNJ.06
32,S1,6,0.021614921096432364,CYCLONE BATSIRAI,School aged children,MNJ.06
33,S1,6,0.022282806066352103,CYCLONE BATSIRAI,School aged children,MNJ.06
34,S1,6,0.022950235111153336,CYCLONE BATSIRAI,School aged children,MNJ.06
35,S1,6,0.023617208542068856,CYCLONE BATSIRAI,School aged children,MNJ.06
36,S1,6,0.02428372667011903,CYCLONE BATSIRAI,School aged children,MNJ.06
37,S1,6,0.024949789806111886,CYCLONE BATSIRAI,School aged children,MNJ.06
38,S1,6,0.02561539826064328,CYCLONE BATSIRAI,School aged children,MNJ.06
