date,S1.5,S2.5,S3.5,S5.5,S6.5,N1.5,N2.5,N3.5,N4.5,N5.5,S1.14,S2.14,S3.14,S5.14,S6.14,N1.14,N2.14,N3.14,N4.14,N5.14,S1.30,S2.30,S3.30,S5.30,S6.30,N1.30,N2.30,N3.30,N4.30,N5.30
2023-01-31,0.0128635039380232,0.03826968687976127,0.05436055902500787,0.062107337299363755,0.13927442895927403,0.0222428636555467,0.013376248504170438,0.01897293544849362,0.023370268213857327,0.1198629697524363,0.01968370002337975,0.0581572279888384,0.08224510498715253,0.09376414360221433,0.20569922942831526,0.033949730030426485,0.020465469124054614,0.02898444384745271,0.03565960054387368,0.17802772257640564,0.006658619762146722,0.019934351944332962,0.028430408624606898,0.03254569020148768,0.07447343602378952,0.011540230449711184,0.006924902787657329,0.009835790570500987,0.012128525941173288,0.06376074831652995
2023-02-01,0.013113250878378509,0.039002846745090476,0.05539299528979791,0.06328191908376286,0.14179367566441006,0.022672609660701632,0.013635881537096673,0.01934013095624861,0.023821529897683408,0.12205645016911962,0.020064510245798434,0.05925948774184575,0.08378321081028023,0.09550624934936042,0.20926619711205244,0.034601625996064,0.02086124230076993,0.029542461397131178,0.03634370744444288,0.18117112121145781,0.006788312179319063,0.020319960963328623,0.02897791965461508,0.03317109147773678,0.07587228013096135,0.011764439195323287,0.0070597632450799695,0.010027052897271195,0.012364092712359984,0.06496550396923796
2023-02-02,0.01323657281912905,0.039364734211936044,0.05590247997213708,0.06386147986079146,0.14303516212493336,0.02288478333336786,0.013764084135319597,0.01952143111026336,0.024044322512474726,0.12313775084198705,0.02025253057835278,0.05980339683942613,0.08454190073370045,0.09636540633093316,0.21102194084082362,0.034923422683301626,0.02105664813094205,0.02981793731393677,0.036681395745260865,0.18271914843297307,0.006852358544254568,0.020510349931535034,0.029248211080072303,0.03347981608498849,0.07656236242626978,0.011875152857467756,0.007126361496964311,0.010121500083770382,0.012480413925351508,0.06555993778816557
2023-02-03,0.013361046657049404,0.039729909560739886,0.05641650939339386,0.0644461638294653,0.14428658060489247,0.023098919001856424,0.013893483566824212,0.019704413693632395,0.024269172801927218,0.12422793779591992,0.020442294368351405,0.06035213634128269,0.08530713621488571,0.0972318695021684,0.21279035278170746,0.035248157127032595,0.021253864376258737,0.030095941935698433,0.037022161026285055,0.18427886302997737,0.006917007067193205,0.02070250384431648,0.029520985128882425,0.033791363498707934,0.0772584552935801,0.011986902100077761,0.007193585724668447,0.010216832292107953,0.012597822492183925,0.06615961601158762
2023-02-04,0.013486683002169389,0.04009840134293186,0.05693512143240037,0.06503601280517635,0.14554799319140532,0.023315034362645773,0.014024090843143,0.019889093994163637,0.024496099277671924,0.125327071174843,0.020633817432783204,0.06090574610023139,0.08607896764328475,0.09810569309514212,0.21457148667872145,0.035575855107516284,0.021452907432145604,0.03037649771677732,0.03736603017822149,0.18585032495384682,0.006982263369540592,0.020896438704532668,0.029796263874932106,0.03410575857397991,0.07796060609527906,0.012099696489437229,0.0072614417686230085,0.010313057728094904,0.01271632844451165,0.06676458124886074
2023-02-05,0.013613492559406033,0.04047023833275532,0.057458354233016554,0.06563106887845965,0.14681946202533486,0.02353314726333936,0.014155917074048844,0.020075487432402877,0.024725120608504778,0.12643521128264856,0.020827115725481928,0.06146426623988499,0.08685744568020347,0.09898693159356799,0.2163653957634997,0.03590654261147367,0.021653793835319544,0.03065962729651037,0.03771303030496882,0.1874335939131953,0.007048133124419168,0.021092170653321883,0.030074069574506156,0.034423026366568805,0.07866886247182521,0.012213545677913053,0.007329935522927008,0.010410184671964298,0.01283594190401303,0.06737487638580758
2023-02-06,0.01374148612935771,0.04084544952851567,0.057986246204980114,0.06623137441548121,0.14810104929359766,0.023753275703792508,0.014288973468372605,0.020263609562667362,0.02495625562154008,0.12755241857818325,0.021022205338182127,0.062027737155338845,0.08764262125788999,0.09987563973081048,0.21817213273708408,0.03624024583335623,0.021856540264867896,0.030945353500454825,0.03806318872488374,0.18902872936016382,0.007114622057129392,0.021289715971164483,0.030354424667526095,0.034743192134185606,0.07938327234145036,0.012328459404685837,0.007399072935825233,0.010508221479014384,0.012956673083149744,0.06799054458511428
2023-02-07,0.013870674609103899,0.04122406415382556,0.05851883602473659,0.06683697205849615,0.14939281722129497,0.023975437837244463,0.014423271334826376,0.020453476074085236,0.025189523303368905,0.12867875367009765,0.021219102501580787,0.06259619951383177,0.08843454557855614,0.1007718724878143,0.21999174975143668,0.03657699117661473,0.02206116354333318,0.03123369934163554,0.03841653297204504,0.19063579047646406,0.007181735945614913,0.02148909107895211,0.030637351778791806,0.035066281337756376,0.08010388389981114,0.012444447496486238,0.007468860010189701,0.010607176580256856,0.013078532285931928,0.06861162928669505
2023-02-08,0.01400106899301056,0.041606111658846555,0.05905616263624855,0.06744790472627453,0.15069482806366336,0.0241996519714556,0.014558822082832417,0.020645102791640592,0.025424942801222282,0.1298142773115545,0.021417823586404518,0.0631696942553811,0.089233270113334,0.10167568509094474,0.2218242983906721,0.03691680525496773,0.022267680637803284,0.03152468802179488,0.03877309079751622,0.19225483615917233,0.007249480620931468,0.021690312539062437,0.030922873719225953,0.03539231964269051,0.08083074561958942,0.012561519868336445,0.007539302804004969,0.01070705848306987,0.013201529908688522,0.06923817420802296
2023-02-09,0.014132680373541083,0.04199162172152664,0.05959826525178318,0.06806421561449526,0.15200714409784177,0.02442593656984951,0.014695637223357726,0.02083850567722413,0.02566253342413901,0.1309590503947945,0.021618385104482277,0.0637482625933909,0.09003884660116547,0.10258713300974058,0.22366982965200702,0.0372597148936692,0.02247610866100702,0.03181834293264485,0.039132890170605984,0.193885925006272,0.007317861967719747,0.02189339705643931,0.031211013487121037,0.03572133292014974,0.08156390625003974,0.012679686524297202,0.007610407430857505,0.0108078757718562,0.013325676440843289,0.06987022334442547
2023-02-10,0.014265519942072832,0.042380624248833425,0.0601451833526778,0.06868594819610616,0.15332982761445305,0.024654310252660055,0.01483372836975429,0.021033700830689426,0.02590231464413806,0.13211313394555582,0.021820803709823526,0.06433194601523275,0.09085132704762401,0.10350627195457517,0.2255283939264264,0.03760574713077536,0.022686464872415008,0.03211468765712148,0.03949595928012661,0.19552911530194172,0.007386885924682093,0.02209836147967842,0.0315017942693889,0.036053347248316846,0.08230341481648328,0.012798957558220105,0.007682180060429016,0.010909637108706256,0.013450982465696185,0.07050782096934423
2023-02-11,0.014399598989719476,0.04277314937798323,0.060696956690082876,0.06931314622165119,0.15466294090899868,0.024884791798083516,0.014973107238605156,0.021230704490914958,0.026144306097395785,0.13327658911734847,0.02202509619970211,0.0649207862827988,0.09167076372366763,0.10443315787422724,0.22740004097906716,0.03795492921841072,0.02289876667934609,0.032413745970641554,0.03986232653565031,0.19718446500158995,0.007456558485063263,0.022305222802118514,0.031795239442812914,0.036388388913665,0.08304932061974735,0.012919343154505557,0.007754626918993959,0.011012351234066386,0.013577458661210542,0.07115101163455863
2023-02-12,0.014534928908158861,0.043169227477664794,0.0612536252856813,0.06994585371956141,0.15600654627306204,0.025117400143435414,0.01511378565057611,0.021429533036871545,0.026388527585427375,0.1344494771855768,0.022231279515745373,0.06551482543302566,0.09249720916432042,0.10536784695335606,0.22928481992931476,0.03830728862403245,0.023113031638078874,0.032715541842361064,0.04023202056876255,0.19885203171662963,0.0075268856971350395,0.022513998162937893,0.03209137257530219,0.036726484412226076,0.08380167323554827,0.013040853588865964,0.007827754289920982,0.011116026967412007,0.013705115800805547,0.07179984017037132
2023-02-13,0.014671521190466597,0.04356888914925805,0.06181522943238354,0.07058411499641082,0.15736070598531918,0.02535215438631218,0.015255775531273146,0.021630202988695398,0.026634999076272876,0.1356318595415117,0.022439370745028806,0.06611410577838837,0.0933307161672823,0.10631039560988159,0.2311827792306144,0.03866285303169343,0.02332927745496861,0.033020099436435524,0.040605070234312646,0.20053187269899428,0.007597873664684884,0.022724704848256377,0.03239021742714799,0.03706766045085887,0.08456052251381724,0.013163499229094525,0.007901568514178555,0.011220673207925988,0.013833964754154432,0.07245435168575529
2023-02-14,0.014809387431955376,0.04397216522804737,0.06238180969499804,0.07122797463713507,0.15872548230235464,0.025589073785757595,0.015399088912105688,0.021832731008766728,0.026883740705687525,0.13682379768610783,0.02264938712117607,0.06671866990736441,0.09417133779146496,0.10726086049226723,0.2330939666499951,0.039021650343303446,0.023547521987569292,0.03332744311328205,0.040981504611661175,0.202224044825392,0.007669528547508615,0.022937360292242536,0.032691797952282144,0.037411943948516505,0.08532591857796748,0.013287290535839486,0.007976075990844714,0.011326298935181998,0.01396401648798823,0.0731145915684615
2023-02-15,0.014948539331019922,0.04437908678442881,0.06295340691087589,0.07187747750521276,0.16010093744927886,0.025828177763433786,0.015543737931155509,0.022037133902793746,0.027134772778336282,0.1380253532236644,0.022861346025464323,0.06732856068486558,0.09501912735545254,0.10821929847670334,0.23501842924730504,0.03938370867988832,0.023767783245760874,0.03363759743084268,0.04136135300592382,0.20392860458129514,0.007741856561907126,0.02315198207822624,0.03299613829953719,0.03775936203751293,0.08609791182410144,0.013412238063383937,0.00805128317762096,0.011432913209833235,0.014095282066905176,0.07378060548508585
2023-02-16,0.015088988689987731,0.04478968512511125,0.06353006219052924,0.0725326687428074,0.16148713361014572,0.026069485904796935,0.015689734834051502,0.022243428620902218,0.02738811576899265,0.13923658785532741,0.02307526498793492,0.06794382125263837,0.0958741384358858,0.109185766664189,0.23695621335415945,0.03974905638284679,0.023990079392881662,0.03395058714584931,0.04174464494921156,0.20564560804466508,0.007814863981187123,0.023368587939816474,0.03330326281390825,0.03810994206478798,0.08687655292015706,0.013538352460431044,0.0081271965913503,0.011540525174306022,0.014227772654185601,0.07445243938109475
2023-02-17,0.015230747415975557,0.04520399179431111,0.06411181691822276,0.07319359377087092,0.16288413291816797,0.02631301796027748,0.01583709197485022,0.02245163225873043,0.027643790323741597,0.14045756337243076,0.023291161688509403,0.06856449502963118,0.09673642486576826,0.11016032237751242,0.2389073645525989,0.04011772201520489,0.02421442874686584,0.03426643721508961,0.04213141020186686,0.2073751108694096,0.007888557136166091,0.02358719576202445,0.03361319603781652,0.03846371159317162,0.08766189280499158,0.01366564447089505,0.008203822808539627,0.011649144053498883,0.014361499512612737,0.07513013948080847
2023-02-18,0.015373827521751577,0.04562203857493992,0.06469871275253708,0.07386029828920539,0.16429199744572628,0.026558793846464722,0.01598582181692214,0.022661762058529513,0.027901817261186384,0.1416883416496736,0.02350905395811064,0.06919062571232727,0.09760604073269209,0.11114302315812502,0.24087192765345775,0.04048973436286744,0.024440849781385887,0.03458517279667393,0.04252167875369534,0.2091171682685698,0.007962942415681261,0.0238078235823917,0.03392596271237383,0.03882069840264593,0.0884539826874013,0.01379412493469762,0.008281168465886186,0.011758779155486615,0.014496474005298916,0.07581375228734041
2023-02-19,0.015518241126603305,0.04604385748978454,0.06529079162690342,0.07453282827648369,0.16571078919417104,0.026806833647295743,0.016135936933843725,0.02287383541026905,0.028162217573659297,0.14292898463813142,0.023728959779789113,0.06982225727504308,0.09848304037698274,0.11213392676290967,0.2428499466744417,0.0408651224358663,0.024669361126999943,0.03490681925130294,0.04291548082519272,0.21087183499723625,0.008038026267102774,0.024030489592123356,0.034241587778648504,0.03918093049160551,0.08925287404507602,0.013923804788569904,0.00835924026080841,0.011869439872229715,0.014632707596517584,0.07650332458249202
2023-02-20,0.015664000457211395,0.04646948080268013,0.06588809575010943,0.07521122999022745,0.1671405700834148,0.027057157615248826,0.01628745001029543,0.023087869852748157,0.028425012428436397,0.14417955435809998,0.023950897289854525,0.07045943397019118,0.09936747838976125,0.1131330911608403,0.2448414648179175,0.04124391546960556,0.024899981572304317,0.03523140214353607,0.043312846868767164,0.21263916533519328,0.008113815196851048,0.024255212137226624,0.0345600963789323,0.03954443607811564,0.09005861862348763,0.014054695066860173,0.008438044951980998,0.011981135680289025,0.014770211852540974,0.07719890342660236
2023-02-21,0.015811117848529083,0.04689894101967464,0.06649066760677416,0.07589554996674137,0.16858140194131105,0.02730978617254087,0.01644037384296532,0.0233038830747117,0.028690223168955767,0.14544011289176753,0.02417488477901228,0.07110220032850607,0.1002594096109212,0.11414057452953102,0.24684652444840963,0.04162614292610282,0.025132730065090574,0.03555894724306015,0.04371380756995585,0.21441921306928735,0.00819031577091831,0.024482009719654075,0.03488151385800801,0.0399112436011681,0.09087126843471006,0.014186806902347082,0.008517589359874332,0.012093876141545671,0.014908998442483477,0.07790053615835055
2023-02-22,0.015959605744667503,0.04733227089018513,0.06709854995779244,0.07658583502100291,0.17003334649281857,0.027564739912329037,0.01659472134145867,0.023521892915971777,0.02895787131603952,0.1467107223757145,0.024400940693505135,0.07175060115923296,0.10115888912702009,0.11515643525167307,0.2488651670698084,0.042011834495226566,0.02536762571350758,0.035889480525958424,0.044118393848636195,0.2162120314755203,0.008267534615394423,0.02471090099845203,0.03520586576441776,0.04028138172193431,0.09169087575617031,0.014320151527058601,0.008597880367298263,0.01220767090392633,0.015049079139150781,0.07860827039451064
2023-02-23,0.01610947669978671,0.04776950340814499,0.0677117858407469,0.07728213224650562,0.1714964653489475,0.027822039599916335,0.016750505529213224,0.02374191736853431,0.02922797856911918,0.14799144499323716,0.024629083636259673,0.0724046815502774,0.1020659722690822,0.11618073191135651,0.250897433302286,0.04240102009592919,0.02560468778722811,0.036223028175979416,0.04452663686023089,0.2180176733008639,0.008345478416996866,0.0249419047909137,0.03553317785173159,0.04065487932501522,0.09251749312932818,0.014454740273096477,0.008678924919950178,0.012322529702133721,0.015190465819894569,0.07932215402965724
2023-02-24,0.016260743378992647,0.04821067181314227,0.06833041857028799,0.07798448901505682,0.17297081999548683,0.02808170617396134,0.01690773954442049,0.023963974577730945,0.0295005668074647,0.14928234296649429,0.024859332368037935,0.0730644868683164,0.10298071461031291,0.11721352329027744,0.2529433628589246,0.042793729877475775,0.02584393571862037,0.036559616585805865,0.04493856799690684,0.21983619074479716,0.008424153923605156,0.02517504007373738,0.03586347607981661,0.04103176551968869,0.0933511733582846,0.014590584573466611,0.008760730026967627,0.012438462358382663,0.015333170467473267,0.08004223523582164
2023-02-25,0.016413418559239796,0.04865580959154813,0.06895449173847978,0.07869295297652616,0.17445647178150808,0.028343760747691595,0.017066436640952677,0.024188082843355864,0.029775658091416593,0.15058347854847282,0.0250917058085937,0.0737300627588683,0.10390317196372101,0.11825486836382515,0.2550029945220537,0.043189994220667556,0.026085389103923863,0.036899272358323076,0.04535421888876726,0.2216676354405614,0.008503567944799456,0.025410325984189235,0.036196786616105855,0.04141206964115261,0.09419196950831556,0.01472769596291489,0.008843302761485237,0.012555478783141276,0.015477205170918249,0.08076856246209639
